queryId,method,intent,strategy,latencyMs,precisionAt5,recallAt5,mrr,ndcgAt10,relevantCount,error
q026,bm25,theme-cn,bm25,51.322,0.200000,0.083333,1.000000,0.220092,12,
q027,bm25,theme-cn,bm25,30.992,0.000000,0.000000,0.000000,-0.000000,12,
q028,bm25,theme-cn,bm25,38.612,0.200000,0.083333,0.333333,0.179477,12,
q029,bm25,theme-cn,bm25,75.093,0.200000,0.083333,0.200000,0.154574,12,
q030,bm25,theme-cn,bm25,33.898,0.600000,0.250000,1.000000,0.527106,12,
q031,bm25,theme-en,bm25,44.812,0.200000,0.083333,1.000000,0.571160,12,
q032,bm25,theme-en,bm25,44.789,0.200000,0.083333,1.000000,0.220092,12,
q033,bm25,theme-en,bm25,38.280,0.400000,0.166667,1.000000,0.710023,12,
q034,bm25,theme-en,bm25,42.537,0.600000,0.250000,1.000000,0.444097,12,
q035,bm25,theme-en,bm25,43.671,0.200000,0.083333,1.000000,0.220092,12,
q036,bm25,theme-en,bm25,46.817,0.800000,0.333333,1.000000,0.787774,12,
q037,bm25,theme-en,bm25,43.707,0.000000,0.000000,0.125000,0.133052,12,
q038,bm25,theme-en,bm25,51.003,0.000000,0.000000,0.000000,-0.000000,12,
q039,bm25,theme-en,bm25,42.970,0.200000,0.083333,1.000000,0.359710,12,
q040,bm25,theme-en,bm25,40.758,0.200000,0.083333,0.250000,0.094788,12,
q041,bm25,natural-cn,bm25,75.001,0.000000,0.000000,0.000000,-0.000000,12,
q042,bm25,natural-cn,bm25,39.026,0.400000,0.166667,0.250000,0.253295,12,
q043,bm25,natural-cn,bm25,49.154,1.000000,0.416667,1.000000,0.727330,12,
q044,bm25,natural-cn,bm25,67.869,0.400000,0.166667,0.500000,0.248908,12,
q045,bm25,natural-cn,bm25,35.814,0.000000,0.000000,0.000000,-0.000000,12,
q046,bm25,natural-cn,bm25,42.579,0.200000,0.083333,0.200000,0.303160,12,
q047,bm25,natural-cn,bm25,74.659,0.200000,0.083333,0.250000,0.168152,12,
q048,bm25,natural-cn,bm25,45.334,0.400000,0.166667,0.250000,0.249363,12,
q049,bm25,natural-cn,bm25,63.105,0.200000,0.083333,0.250000,0.173187,12,
q050,bm25,natural-cn,bm25,38.614,0.000000,0.000000,0.000000,-0.000000,12,
q051,bm25,multi-condition,bm25,39.053,0.800000,0.333333,1.000000,0.661831,12,
q052,bm25,multi-condition,bm25,34.650,0.400000,0.166667,0.500000,0.322272,12,
q053,bm25,multi-condition,bm25,39.838,0.400000,0.166667,0.500000,0.322272,12,
q054,bm25,multi-condition,bm25,32.079,0.000000,0.000000,0.111111,0.129875,12,
q055,bm25,multi-condition,bm25,32.030,0.400000,0.166667,0.250000,0.531000,12,
q056,bm25,multi-condition,bm25,39.739,0.600000,0.250000,1.000000,0.795166,12,
q057,bm25,multi-condition,bm25,39.110,0.600000,0.250000,1.000000,0.583715,12,
q058,bm25,multi-condition,bm25,39.342,0.000000,0.000000,0.166667,0.078398,12,
q059,bm25,multi-condition,bm25,52.517,0.200000,0.083333,0.200000,0.163541,12,
q060,bm25,multi-condition,bm25,48.797,0.200000,0.083333,1.000000,0.571160,12,
q061,bm25,comparison,bm25,46.900,0.600000,0.250000,1.000000,0.469000,12,
q062,bm25,comparison,bm25,34.726,0.400000,0.166667,1.000000,0.358954,12,
q063,bm25,comparison,bm25,49.712,0.400000,0.166667,0.500000,0.391703,12,
q064,bm25,comparison,bm25,70.242,0.400000,0.166667,1.000000,0.422575,12,
q065,bm25,comparison,bm25,25.226,0.000000,0.000000,0.166667,0.218016,12,
q066,bm25,reading-path,bm25,61.086,0.000000,0.000000,0.111111,0.066254,12,
q067,bm25,reading-path,bm25,32.165,1.000000,0.416667,1.000000,0.790951,12,
q068,bm25,reading-path,bm25,82.507,0.000000,0.000000,0.166667,0.144652,12,
q069,bm25,reading-path,bm25,26.756,0.200000,0.083333,0.200000,0.299227,12,
q070,bm25,reading-path,bm25,64.387,0.200000,0.083333,0.333333,0.257875,12,
q071,bm25,metadata-fallback,bm25,150.173,0.400000,1.000000,1.000000,0.919721,2,
q072,bm25,metadata-fallback,bm25,48.773,0.400000,1.000000,1.000000,0.919721,2,
q073,bm25,metadata-fallback,bm25,20.013,0.200000,0.250000,1.000000,0.529436,4,
q074,bm25,metadata-fallback,bm25,44.254,0.800000,0.333333,1.000000,0.563788,12,
q075,bm25,metadata-fallback,bm25,36.794,0.200000,1.000000,1.000000,1.000000,1,
q076,bm25,metadata-fallback,bm25,48.725,0.400000,0.400000,1.000000,0.690261,5,
q077,bm25,metadata-fallback,bm25,46.857,0.200000,0.500000,1.000000,0.613147,2,
q078,bm25,metadata-fallback,bm25,42.648,0.200000,1.000000,1.000000,1.000000,1,
q079,bm25,metadata-fallback,bm25,47.889,0.400000,0.166667,1.000000,0.538411,12,
q080,bm25,metadata-fallback,bm25,50.915,0.600000,0.250000,1.000000,0.478422,12,
q081,bm25,natural-cn,bm25,30.581,0.600000,0.250000,0.333333,0.289977,12,
q082,bm25,natural-cn,bm25,52.743,0.800000,0.333333,0.500000,0.428840,12,
q083,bm25,natural-cn,bm25,49.327,0.400000,0.166667,1.000000,0.488829,12,
q084,bm25,natural-cn,bm25,37.300,0.200000,0.083333,0.333333,0.110046,12,
q085,bm25,natural-cn,bm25,48.679,0.000000,0.000000,0.100000,0.063621,12,
q086,bm25,theme-cn,bm25,51.738,0.200000,0.083333,0.500000,0.138862,12,
q087,bm25,theme-cn,bm25,35.480,0.600000,0.300000,1.000000,0.478902,10,
q088,bm25,theme-cn,bm25,43.636,0.200000,0.083333,0.200000,0.154574,12,
q089,bm25,theme-cn,bm25,36.244,0.600000,0.250000,1.000000,0.696918,12,
q090,bm25,theme-cn,bm25,20.572,0.200000,0.090909,1.000000,0.283713,11,
q091,bm25,exact-cn,bm25,19.149,0.600000,0.250000,1.000000,0.478422,12,
q092,bm25,exact-cn,bm25,16.490,0.200000,1.000000,0.500000,0.630930,1,
q093,bm25,exact-cn,bm25,16.891,0.200000,1.000000,1.000000,1.000000,1,
q094,bm25,exact-cn,bm25,19.415,0.400000,0.166667,1.000000,0.381134,12,
q095,bm25,exact-cn,bm25,19.296,0.200000,0.083333,1.000000,0.220092,12,
q096,bm25,exact-cn,bm25,38.120,0.000000,0.000000,0.125000,0.069431,12,
q097,bm25,exact-cn,bm25,35.904,0.000000,0.000000,0.000000,-0.000000,12,
q098,bm25,exact-cn,bm25,31.741,0.000000,0.000000,0.142857,0.142795,12,
q099,bm25,exact-cn,bm25,32.972,0.000000,0.000000,0.000000,-0.000000,12,
q100,bm25,exact-cn,bm25,19.049,0.400000,0.166667,0.333333,0.283233,12,
q001,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),98.998,0.200000,0.083333,1.000000,0.220092,12,
q002,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),110.520,0.400000,0.166667,1.000000,0.358954,12,
q003,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),101.034,0.400000,0.166667,1.000000,0.314880,12,
q004,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),109.826,0.400000,0.166667,1.000000,0.314880,12,
q005,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),108.211,0.200000,0.083333,1.000000,0.220092,12,
q006,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),80.243,0.400000,0.166667,1.000000,0.425208,12,
q007,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),82.754,0.200000,0.083333,1.000000,0.220092,12,
q008,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),81.819,0.400000,0.166667,1.000000,0.358954,12,
q009,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),108.867,0.200000,0.083333,1.000000,0.293456,12,
q010,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),84.696,0.200000,0.083333,1.000000,0.220092,12,
q011,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),104.074,1.000000,0.416667,1.000000,0.790951,12,
q012,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),92.927,0.400000,0.166667,0.500000,0.322272,12,
q013,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),94.302,0.200000,0.083333,1.000000,0.371854,12,
q014,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),102.486,0.400000,0.166667,1.000000,0.393278,12,
q015,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),106.346,0.600000,0.250000,1.000000,0.795166,12,
q016,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),99.358,0.200000,0.083333,1.000000,0.220092,12,
q017,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),113.537,0.200000,0.083333,1.000000,0.283713,12,
q018,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),94.583,0.200000,0.083333,1.000000,0.434175,12,
q019,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),104.929,0.200000,0.083333,0.333333,0.110046,12,
q020,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),112.776,0.400000,0.166667,0.500000,0.384594,12,
q021,hybrid,theme-cn,hybrid-v2(exact-db+vector+bm25),122.909,0.600000,0.250000,0.500000,0.469737,12,
q022,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),125.814,0.400000,0.166667,0.250000,0.243552,12,
q023,hybrid,theme-cn,hybrid-v2(exact-db+vector+bm25),145.017,0.600000,0.250000,1.000000,0.493679,12,
q024,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),100.939,0.000000,0.000000,0.166667,0.284814,12,
q025,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),190.800,0.000000,0.000000,0.142857,0.073364,12,
q026,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),134.850,0.200000,0.083333,1.000000,0.220092,12,
q027,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),89.821,0.000000,0.000000,0.000000,-0.000000,12,
q028,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),109.203,0.200000,0.083333,0.333333,0.179477,12,
q029,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),160.394,0.200000,0.083333,0.200000,0.154574,12,
q030,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),99.850,0.600000,0.250000,1.000000,0.527106,12,
q031,hybrid,theme-en,hybrid-v2(exact-db+vector+bm25),106.159,0.600000,0.250000,0.500000,0.555245,12,
q032,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),118.451,0.200000,0.083333,1.000000,0.220092,12,
q033,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),115.392,0.400000,0.166667,1.000000,0.710023,12,
q034,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),99.665,0.600000,0.250000,1.000000,0.444097,12,
q035,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),123.476,0.200000,0.083333,1.000000,0.220092,12,
q036,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),112.156,0.800000,0.333333,1.000000,0.787774,12,
q037,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),125.984,0.000000,0.000000,0.125000,0.133052,12,
q038,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),116.974,0.000000,0.000000,0.000000,-0.000000,12,
q039,hybrid,theme-en,hybrid-v2(exact-db+vector+bm25),102.328,0.200000,0.083333,1.000000,0.220092,12,
q040,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),96.674,0.200000,0.083333,0.250000,0.230474,12,
q041,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),138.185,0.400000,0.166667,0.500000,0.369336,12,
q042,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),124.682,0.800000,0.333333,1.000000,0.779171,12,
q043,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),134.784,1.000000,0.416667,1.000000,0.727330,12,
q044,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),143.666,0.400000,0.166667,0.500000,0.248908,12,
q045,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),94.353,0.000000,0.000000,0.000000,-0.000000,12,
q046,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),109.949,0.600000,0.250000,0.333333,0.505360,12,
q047,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),130.370,0.200000,0.083333,0.333333,0.397494,12,
q048,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),122.567,0.200000,0.083333,1.000000,0.286346,12,
q049,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),123.964,0.200000,0.083333,1.000000,0.220092,12,
q050,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),103.746,0.000000,0.000000,0.000000,-0.000000,12,
q051,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),108.211,1.000000,0.416667,1.000000,0.727330,12,
q052,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),92.806,0.400000,0.166667,0.500000,0.322272,12,
q053,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),117.727,0.400000,0.166667,0.500000,0.322272,12,
q054,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),88.257,0.000000,0.000000,0.111111,0.129875,12,
q055,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),90.065,0.400000,0.166667,0.250000,0.531000,12,
q056,hybrid,multi-condition,hybrid-v2(exact-db+vector+bm25),99.552,0.400000,0.166667,1.000000,0.656303,12,
q057,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),112.853,0.600000,0.250000,1.000000,0.583715,12,
q058,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),120.201,0.000000,0.000000,0.166667,0.078398,12,
q059,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),113.080,0.200000,0.083333,0.200000,0.163541,12,
q060,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),117.047,0.200000,0.083333,1.000000,0.571160,12,
q061,hybrid,comparison,hybrid-v2(exact-db+vector+bm25),115.775,0.800000,0.333333,1.000000,0.554143,12,
q062,hybrid,comparison,hybrid-v2(exact-db+vector+bm25),100.912,0.400000,0.166667,1.000000,0.358954,12,
q063,hybrid,comparison,hybrid-v2(exact-db+vector+bm25),124.507,0.400000,0.166667,1.000000,0.510716,12,
q064,hybrid,comparison,hybrid-v2(exact-db+vector+bm25),132.672,0.600000,0.250000,1.000000,0.519997,12,
q065,hybrid,comparison,hybrid-v2(exact-db+vector+bm25),109.636,0.600000,0.250000,0.333333,0.496393,12,
q066,hybrid,reading-path,hybrid-v2(exact-db+vector+bm25),120.770,0.400000,0.166667,1.000000,0.314880,12,
q067,hybrid,reading-path,hybrid-v2(exact-db+bm25+vector),104.829,1.000000,0.416667,1.000000,0.790951,12,
q068,hybrid,reading-path,hybrid-v2(exact-db+vector+bm25),156.890,0.200000,0.083333,0.500000,0.217261,12,
q069,hybrid,reading-path,hybrid-v2(exact-db+vector+bm25),106.352,0.600000,0.250000,0.500000,0.621499,12,
q070,hybrid,reading-path,hybrid-v2(exact-db+vector+bm25),136.304,0.800000,0.333333,1.000000,0.686715,12,
q071,hybrid,metadata-fallback,hybrid-v2(exact-db+vector+bm25),211.379,0.200000,0.500000,1.000000,0.613147,2,
q072,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),131.770,0.400000,1.000000,1.000000,0.919721,2,
q073,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),83.491,0.200000,0.250000,1.000000,0.529436,4,
q074,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),100.917,0.800000,0.333333,1.000000,0.563788,12,
q075,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),94.270,0.200000,1.000000,1.000000,1.000000,1,
q076,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),110.869,0.400000,0.400000,1.000000,0.690261,5,
q077,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),114.981,0.200000,0.500000,1.000000,0.613147,2,
q078,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),96.701,0.200000,1.000000,1.000000,1.000000,1,
q079,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),118.888,0.400000,0.166667,1.000000,0.538411,12,
q080,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),107.933,0.600000,0.250000,1.000000,0.478422,12,
q081,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),96.365,0.600000,0.250000,0.333333,0.289977,12,
q082,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),111.590,0.400000,0.166667,0.333333,0.352664,12,
q083,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),114.639,0.400000,0.166667,1.000000,0.488829,12,
q084,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),101.677,0.200000,0.083333,0.333333,0.110046,12,
q085,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),104.583,0.000000,0.000000,0.100000,0.063621,12,
q086,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),113.852,0.200000,0.083333,0.500000,0.138862,12,
q087,hybrid,theme-cn,hybrid-v2(exact-db+vector+bm25),109.948,0.200000,0.100000,0.200000,0.362848,10,
q088,hybrid,theme-cn,hybrid-v2(exact-db+vector+bm25),105.360,0.200000,0.083333,1.000000,0.364744,12,
q089,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),93.949,0.600000,0.250000,1.000000,0.696918,12,
q090,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),79.854,0.200000,0.090909,1.000000,0.283713,11,
q091,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),78.223,0.600000,0.250000,1.000000,0.478422,12,
q092,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),77.506,0.200000,1.000000,0.500000,0.630930,1,
q093,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),92.648,0.200000,1.000000,1.000000,1.000000,1,
q094,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),92.128,0.400000,0.166667,1.000000,0.381134,12,
q095,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),89.519,0.200000,0.083333,1.000000,0.220092,12,
q096,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),92.663,0.000000,0.000000,0.125000,0.069431,12,
q097,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),92.461,0.000000,0.000000,0.000000,-0.000000,12,
q098,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),111.741,0.000000,0.000000,0.142857,0.142795,12,
q099,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),102.836,0.000000,0.000000,0.000000,-0.000000,12,
q100,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),99.135,0.400000,0.166667,0.333333,0.283233,12,
q001,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),243.443,0.200000,0.083333,1.000000,0.283713,12,
q002,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),244.247,0.400000,0.166667,1.000000,0.358954,12,
q003,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),259.421,0.200000,0.083333,1.000000,0.293456,12,
q004,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),240.422,0.200000,0.083333,1.000000,0.353144,12,
q005,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),224.462,0.200000,0.083333,1.000000,0.298490,12,
q006,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),229.732,0.200000,0.083333,1.000000,0.286346,12,
q007,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),257.805,0.200000,0.083333,1.000000,0.220092,12,
q008,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),249.546,0.400000,0.166667,1.000000,0.305235,12,
q009,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),238.068,0.200000,0.083333,1.000000,0.283713,12,
q010,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),255.859,0.200000,0.083333,1.000000,0.220092,12,
q011,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),198.628,1.000000,0.416667,1.000000,0.800694,12,
q012,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),256.553,0.600000,0.250000,1.000000,0.444097,12,
q013,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),236.578,0.600000,0.250000,1.000000,0.542364,12,
q014,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),256.111,0.400000,0.166667,1.000000,0.422575,12,
q015,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),243.890,1.000000,0.416667,1.000000,0.855348,12,
q016,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),261.174,0.400000,0.166667,1.000000,0.636659,12,
q017,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),279.965,0.400000,0.166667,1.000000,0.425208,12,
q018,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),241.921,0.600000,0.250000,1.000000,0.523174,12,
q019,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),278.507,0.200000,0.083333,1.000000,0.220092,12,
q020,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),269.457,0.800000,0.333333,1.000000,0.721519,12,
q021,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),279.514,0.800000,0.333333,0.500000,0.646856,12,
q022,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),282.074,0.400000,0.166667,1.000000,0.469756,12,
q023,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),311.315,0.600000,0.250000,1.000000,0.590727,12,
q024,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),277.910,0.800000,0.333333,1.000000,0.563788,12,
q025,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),348.742,0.400000,0.166667,0.333333,0.195189,12,
q026,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),282.880,0.400000,0.166667,1.000000,0.381134,12,
q027,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),260.999,0.000000,0.000000,0.000000,-0.000000,12,
q028,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),251.810,0.400000,0.166667,1.000000,0.494640,12,
q029,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),310.804,0.800000,0.333333,1.000000,0.657899,12,
q030,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),242.036,1.000000,0.416667,1.000000,0.866948,12,
q031,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),271.447,0.600000,0.250000,1.000000,0.615406,12,
q032,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),266.533,0.200000,0.083333,1.000000,0.220092,12,
q033,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),261.023,0.800000,0.333333,1.000000,0.848603,12,
q034,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),256.240,0.600000,0.250000,1.000000,0.469000,12,
q035,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),259.068,0.200000,0.083333,1.000000,0.220092,12,
q036,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),261.346,1.000000,0.416667,1.000000,0.870125,12,
q037,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),253.501,0.200000,0.083333,1.000000,0.286346,12,
q038,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),282.191,0.000000,0.000000,0.000000,-0.000000,12,
q039,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),275.579,0.200000,0.083333,1.000000,0.220092,12,
q040,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),254.760,0.800000,0.333333,1.000000,0.643121,12,
q041,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),303.956,0.600000,0.250000,1.000000,0.537008,12,
q042,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),282.108,0.800000,0.333333,1.000000,0.715551,12,
q043,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),240.413,1.000000,0.416667,1.000000,0.727330,12,
q044,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),300.266,0.600000,0.250000,1.000000,0.535254,12,
q045,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),278.036,0.000000,0.000000,0.000000,-0.000000,12,
q046,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),261.087,0.800000,0.333333,1.000000,0.637152,12,
q047,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),308.887,0.600000,0.250000,1.000000,0.507718,12,
q048,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),274.925,0.600000,0.250000,1.000000,0.400023,12,
q049,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),274.479,0.200000,0.083333,1.000000,0.220092,12,
q050,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),273.514,0.200000,0.083333,0.333333,0.110046,12,
