queryId,method,intent,strategy,latencyMs,precisionAt5,recallAt5,mrr,ndcgAt10,relevantCount,error
q080,bm25,metadata-fallback,bm25,50.405,0.600000,0.250000,1.000000,0.478422,12,
q081,bm25,natural-cn,bm25,31.196,0.600000,0.250000,0.333333,0.289977,12,
q082,bm25,natural-cn,bm25,51.512,0.800000,0.333333,0.500000,0.428840,12,
q083,bm25,natural-cn,bm25,48.690,0.400000,0.166667,1.000000,0.488829,12,
q084,bm25,natural-cn,bm25,37.348,0.200000,0.083333,0.333333,0.110046,12,
q085,bm25,natural-cn,bm25,46.451,0.000000,0.000000,0.100000,0.063621,12,
q086,bm25,theme-cn,bm25,55.106,0.200000,0.083333,0.500000,0.138862,12,
q087,bm25,theme-cn,bm25,35.842,0.600000,0.300000,1.000000,0.478902,10,
q088,bm25,theme-cn,bm25,43.090,0.200000,0.083333,0.200000,0.154574,12,
q089,bm25,theme-cn,bm25,35.060,0.600000,0.250000,1.000000,0.696918,12,
q090,bm25,theme-cn,bm25,22.327,0.200000,0.090909,1.000000,0.283713,11,
q091,bm25,exact-cn,bm25,18.794,0.600000,0.250000,1.000000,0.478422,12,
q092,bm25,exact-cn,bm25,16.306,0.200000,1.000000,0.500000,0.630930,1,
q093,bm25,exact-cn,bm25,16.943,0.200000,1.000000,1.000000,1.000000,1,
q094,bm25,exact-cn,bm25,18.361,0.400000,0.166667,1.000000,0.381134,12,
q095,bm25,exact-cn,bm25,18.990,0.200000,0.083333,1.000000,0.220092,12,
q096,bm25,exact-cn,bm25,34.858,0.000000,0.000000,0.125000,0.069431,12,
q097,bm25,exact-cn,bm25,35.718,0.000000,0.000000,0.000000,-0.000000,12,
q098,bm25,exact-cn,bm25,30.784,0.000000,0.000000,0.142857,0.142795,12,
q099,bm25,exact-cn,bm25,36.059,0.000000,0.000000,0.000000,-0.000000,12,
q100,bm25,exact-cn,bm25,19.105,0.400000,0.166667,0.333333,0.283233,12,
q001,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),109.765,0.200000,0.083333,1.000000,0.220092,12,
q002,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),90.490,0.400000,0.166667,1.000000,0.358954,12,
q003,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),106.699,0.400000,0.166667,1.000000,0.314880,12,
q004,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),125.359,0.400000,0.166667,1.000000,0.314880,12,
q005,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),108.586,0.200000,0.083333,1.000000,0.220092,12,
q006,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),91.203,0.400000,0.166667,1.000000,0.425208,12,
q007,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),88.861,0.200000,0.083333,1.000000,0.220092,12,
q008,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),97.721,0.400000,0.166667,1.000000,0.358954,12,
q009,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),110.131,0.200000,0.083333,1.000000,0.293456,12,
q010,hybrid,exact-title,hybrid-v2(exact-db+bm25+vector),88.306,0.200000,0.083333,1.000000,0.220092,12,
q011,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),106.336,1.000000,0.416667,1.000000,0.790951,12,
q012,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),97.204,0.400000,0.166667,0.500000,0.322272,12,
q013,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),110.508,0.200000,0.083333,1.000000,0.371854,12,
q014,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),110.614,0.400000,0.166667,1.000000,0.393278,12,
q015,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),114.583,0.600000,0.250000,1.000000,0.795166,12,
q016,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),85.557,0.200000,0.083333,1.000000,0.220092,12,
q017,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),107.919,0.200000,0.083333,1.000000,0.283713,12,
q018,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),93.127,0.200000,0.083333,1.000000,0.434175,12,
q019,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),124.381,0.200000,0.083333,0.333333,0.110046,12,
q020,hybrid,author-work,hybrid-v2(exact-db+bm25+vector),100.480,0.400000,0.166667,0.500000,0.384594,12,
q021,hybrid,theme-cn,hybrid-v2(exact-db+vector+bm25),132.297,0.600000,0.250000,0.500000,0.469737,12,
q022,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),105.220,0.400000,0.166667,0.250000,0.243552,12,
q023,hybrid,theme-cn,hybrid-v2(exact-db+vector+bm25),165.382,0.600000,0.250000,1.000000,0.493679,12,
q024,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),105.067,0.000000,0.000000,0.166667,0.284814,12,
q025,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),201.807,0.000000,0.000000,0.142857,0.073364,12,
q026,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),112.675,0.200000,0.083333,1.000000,0.220092,12,
q027,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),106.226,0.000000,0.000000,0.000000,-0.000000,12,
q028,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),112.218,0.200000,0.083333,0.333333,0.179477,12,
q029,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),146.912,0.200000,0.083333,0.200000,0.154574,12,
q030,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),98.219,0.600000,0.250000,1.000000,0.527106,12,
q031,hybrid,theme-en,hybrid-v2(exact-db+vector+bm25),109.547,0.600000,0.250000,0.500000,0.555245,12,
q032,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),100.860,0.200000,0.083333,1.000000,0.220092,12,
q033,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),121.036,0.400000,0.166667,1.000000,0.710023,12,
q034,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),102.251,0.600000,0.250000,1.000000,0.444097,12,
q035,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),110.823,0.200000,0.083333,1.000000,0.220092,12,
q036,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),111.460,0.800000,0.333333,1.000000,0.787774,12,
q037,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),111.534,0.000000,0.000000,0.125000,0.133052,12,
q038,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),129.288,0.000000,0.000000,0.000000,-0.000000,12,
q039,hybrid,theme-en,hybrid-v2(exact-db+vector+bm25),107.134,0.200000,0.083333,1.000000,0.220092,12,
q040,hybrid,theme-en,hybrid-v2(exact-db+bm25+vector),98.123,0.200000,0.083333,0.250000,0.230474,12,
q041,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),142.926,0.400000,0.166667,0.500000,0.369336,12,
q042,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),119.523,0.800000,0.333333,1.000000,0.779171,12,
q043,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),135.914,1.000000,0.416667,1.000000,0.727330,12,
q044,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),134.097,0.400000,0.166667,0.500000,0.248908,12,
q045,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),99.633,0.000000,0.000000,0.000000,-0.000000,12,
q046,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),117.279,0.600000,0.250000,0.333333,0.505360,12,
q047,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),135.717,0.200000,0.083333,0.333333,0.397494,12,
q048,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),127.697,0.200000,0.083333,1.000000,0.286346,12,
q049,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),125.973,0.200000,0.083333,1.000000,0.220092,12,
q050,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),102.255,0.000000,0.000000,0.000000,-0.000000,12,
q051,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),115.010,1.000000,0.416667,1.000000,0.727330,12,
q052,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),92.077,0.400000,0.166667,0.500000,0.322272,12,
q053,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),103.191,0.400000,0.166667,0.500000,0.322272,12,
q054,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),107.937,0.000000,0.000000,0.111111,0.129875,12,
q055,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),112.229,0.400000,0.166667,0.250000,0.531000,12,
q056,hybrid,multi-condition,hybrid-v2(exact-db+vector+bm25),117.816,0.400000,0.166667,1.000000,0.656303,12,
q057,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),111.845,0.600000,0.250000,1.000000,0.583715,12,
q058,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),108.055,0.000000,0.000000,0.166667,0.078398,12,
q059,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),114.898,0.200000,0.083333,0.200000,0.163541,12,
q060,hybrid,multi-condition,hybrid-v2(exact-db+bm25+vector),117.433,0.200000,0.083333,1.000000,0.571160,12,
q061,hybrid,comparison,hybrid-v2(exact-db+vector+bm25),116.290,0.800000,0.333333,1.000000,0.554143,12,
q062,hybrid,comparison,hybrid-v2(exact-db+vector+bm25),106.592,0.400000,0.166667,1.000000,0.358954,12,
q063,hybrid,comparison,hybrid-v2(exact-db+vector+bm25),125.270,0.400000,0.166667,1.000000,0.510716,12,
q064,hybrid,comparison,hybrid-v2(exact-db+vector+bm25),128.919,0.600000,0.250000,1.000000,0.519997,12,
q065,hybrid,comparison,hybrid-v2(exact-db+vector+bm25),96.857,0.600000,0.250000,0.333333,0.496393,12,
q066,hybrid,reading-path,hybrid-v2(exact-db+vector+bm25),116.796,0.400000,0.166667,1.000000,0.314880,12,
q067,hybrid,reading-path,hybrid-v2(exact-db+bm25+vector),95.688,1.000000,0.416667,1.000000,0.790951,12,
q068,hybrid,reading-path,hybrid-v2(exact-db+vector+bm25),144.460,0.200000,0.083333,0.500000,0.217261,12,
q069,hybrid,reading-path,hybrid-v2(exact-db+vector+bm25),94.657,0.600000,0.250000,0.500000,0.621499,12,
q070,hybrid,reading-path,hybrid-v2(exact-db+vector+bm25),131.163,0.800000,0.333333,1.000000,0.686715,12,
q071,hybrid,metadata-fallback,hybrid-v2(exact-db+vector+bm25),223.491,0.200000,0.500000,1.000000,0.613147,2,
q072,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),122.333,0.400000,1.000000,1.000000,0.919721,2,
q073,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),83.852,0.200000,0.250000,1.000000,0.529436,4,
q074,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),96.810,0.800000,0.333333,1.000000,0.563788,12,
q075,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),90.320,0.200000,1.000000,1.000000,1.000000,1,
q076,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),109.093,0.400000,0.400000,1.000000,0.690261,5,
q077,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),110.198,0.200000,0.500000,1.000000,0.613147,2,
q078,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),111.553,0.200000,1.000000,1.000000,1.000000,1,
q079,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),109.420,0.400000,0.166667,1.000000,0.538411,12,
q080,hybrid,metadata-fallback,hybrid-v2(exact-db+bm25+vector),122.184,0.600000,0.250000,1.000000,0.478422,12,
q081,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),105.775,0.600000,0.250000,0.333333,0.289977,12,
q082,hybrid,natural-cn,hybrid-v2(exact-db+vector+bm25),121.502,0.400000,0.166667,0.333333,0.352664,12,
q083,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),110.013,0.400000,0.166667,1.000000,0.488829,12,
q084,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),100.350,0.200000,0.083333,0.333333,0.110046,12,
q085,hybrid,natural-cn,hybrid-v2(exact-db+bm25+vector),128.318,0.000000,0.000000,0.100000,0.063621,12,
q086,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),122.905,0.200000,0.083333,0.500000,0.138862,12,
q087,hybrid,theme-cn,hybrid-v2(exact-db+vector+bm25),96.698,0.200000,0.100000,0.200000,0.362848,10,
q088,hybrid,theme-cn,hybrid-v2(exact-db+vector+bm25),110.742,0.200000,0.083333,1.000000,0.364744,12,
q089,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),94.554,0.600000,0.250000,1.000000,0.696918,12,
q090,hybrid,theme-cn,hybrid-v2(exact-db+bm25+vector),82.901,0.200000,0.090909,1.000000,0.283713,11,
q091,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),96.977,0.600000,0.250000,1.000000,0.478422,12,
q092,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),85.324,0.200000,1.000000,0.500000,0.630930,1,
q093,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),75.884,0.200000,1.000000,1.000000,1.000000,1,
q094,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),76.853,0.400000,0.166667,1.000000,0.381134,12,
q095,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),76.758,0.200000,0.083333,1.000000,0.220092,12,
q096,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),99.109,0.000000,0.000000,0.125000,0.069431,12,
q097,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),104.022,0.000000,0.000000,0.000000,-0.000000,12,
q098,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),92.560,0.000000,0.000000,0.142857,0.142795,12,
q099,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),93.110,0.000000,0.000000,0.000000,-0.000000,12,
q100,hybrid,exact-cn,hybrid-v2(exact-db+bm25+vector),80.067,0.400000,0.166667,0.333333,0.283233,12,
q001,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),280.978,0.200000,0.083333,1.000000,0.283713,12,
q002,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),251.723,0.400000,0.166667,1.000000,0.358954,12,
q003,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),265.810,0.200000,0.083333,1.000000,0.293456,12,
q004,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),251.051,0.200000,0.083333,1.000000,0.353144,12,
q005,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),231.211,0.200000,0.083333,1.000000,0.298490,12,
q006,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),234.705,0.200000,0.083333,1.000000,0.286346,12,
q007,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),248.349,0.200000,0.083333,1.000000,0.220092,12,
q008,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),229.330,0.400000,0.166667,1.000000,0.305235,12,
q009,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),260.623,0.200000,0.083333,1.000000,0.283713,12,
q010,hybrid_reranker,exact-title,hybrid-v3(exact-db+bm25+vector+reranker),250.005,0.200000,0.083333,1.000000,0.220092,12,
q011,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),207.078,1.000000,0.416667,1.000000,0.800694,12,
q012,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),252.530,0.600000,0.250000,1.000000,0.444097,12,
q013,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),264.820,0.600000,0.250000,1.000000,0.542364,12,
q014,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),257.460,0.400000,0.166667,1.000000,0.422575,12,
q015,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),232.871,1.000000,0.416667,1.000000,0.855348,12,
q016,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),268.659,0.400000,0.166667,1.000000,0.636659,12,
q017,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),254.810,0.400000,0.166667,1.000000,0.425208,12,
q018,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),247.513,0.600000,0.250000,1.000000,0.523174,12,
q019,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),253.776,0.200000,0.083333,1.000000,0.220092,12,
q020,hybrid_reranker,author-work,hybrid-v3(exact-db+bm25+vector+reranker),268.489,0.800000,0.333333,1.000000,0.721519,12,
q021,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),262.985,0.800000,0.333333,0.500000,0.646856,12,
q022,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),280.128,0.400000,0.166667,1.000000,0.469756,12,
q023,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),307.889,0.600000,0.250000,1.000000,0.590727,12,
q024,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),262.790,0.800000,0.333333,1.000000,0.563788,12,
q025,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),362.581,0.400000,0.166667,0.333333,0.195189,12,
q026,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),283.582,0.400000,0.166667,1.000000,0.381134,12,
q027,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),274.729,0.000000,0.000000,0.000000,-0.000000,12,
q028,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),252.229,0.400000,0.166667,1.000000,0.494640,12,
q029,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),328.524,0.800000,0.333333,1.000000,0.657899,12,
q030,hybrid_reranker,theme-cn,hybrid-v3(exact-db+bm25+vector+reranker),241.687,1.000000,0.416667,1.000000,0.866948,12,
q031,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),275.805,0.600000,0.250000,1.000000,0.615406,12,
q032,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),251.072,0.200000,0.083333,1.000000,0.220092,12,
q033,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),249.737,0.800000,0.333333,1.000000,0.848603,12,
q034,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),271.760,0.600000,0.250000,1.000000,0.469000,12,
q035,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),265.977,0.200000,0.083333,1.000000,0.220092,12,
q036,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),255.288,1.000000,0.416667,1.000000,0.870125,12,
q037,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),274.729,0.200000,0.083333,1.000000,0.286346,12,
q038,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),268.134,0.000000,0.000000,0.000000,-0.000000,12,
q039,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),259.744,0.200000,0.083333,1.000000,0.220092,12,
q040,hybrid_reranker,theme-en,hybrid-v3(exact-db+bm25+vector+reranker),263.137,0.800000,0.333333,1.000000,0.643121,12,
q041,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),306.504,0.600000,0.250000,1.000000,0.537008,12,
q042,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),270.723,0.800000,0.333333,1.000000,0.715551,12,
q043,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),243.607,1.000000,0.416667,1.000000,0.727330,12,
q044,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),316.862,0.600000,0.250000,1.000000,0.535254,12,
q045,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),270.098,0.000000,0.000000,0.000000,-0.000000,12,
q046,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),250.462,0.800000,0.333333,1.000000,0.637152,12,
q047,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),317.946,0.600000,0.250000,1.000000,0.507718,12,
q048,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),282.541,0.600000,0.250000,1.000000,0.400023,12,
q049,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),303.229,0.200000,0.083333,1.000000,0.220092,12,
q050,hybrid_reranker,natural-cn,hybrid-v3(exact-db+bm25+vector+reranker),291.789,0.200000,0.083333,0.333333,0.110046,12,
